person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,cb_person_default_on_file,loan_status
24,87000,RENT,0.0,VENTURE,B,N,0
24,87500,RENT,9.0,DEBTCONSOLIDATION,C,Y,0
23,87000,MORTGAGE,0.0,EDUCATION,C,Y,0
26,88000,RENT,10.0,PERSONAL,B,N,0
22,87000,MORTGAGE,6.0,EDUCATION,B,N,0
26,87000,MORTGAGE,9.0,DEBTCONSOLIDATION,C,N,0
26,87000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,N,0
23,87000,MORTGAGE,2.0,PERSONAL,D,Y,0
23,63750,MORTGAGE,2.0,MEDICAL,C,N,1
25,87000,MORTGAGE,4.0,MEDICAL,B,N,0
23,87000,MORTGAGE,4.0,EDUCATION,C,N,0
26,87000,MORTGAGE,10.0,VENTURE,B,N,0
22,87000,MORTGAGE,0.0,PERSONAL,B,N,0
24,90000,RENT,4.0,PERSONAL,B,N,0
23,87000,MORTGAGE,7.0,EDUCATION,A,N,0
23,87000,MORTGAGE,0.0,PERSONAL,C,Y,0
26,90000,RENT,4.0,EDUCATION,A,N,0
23,90000,RENT,0.0,MEDICAL,A,N,0
23,87200,MORTGAGE,0.0,VENTURE,A,N,0
24,87278,MORTGAGE,3.0,VENTURE,A,N,0
26,87292,MORTGAGE,5.0,MEDICAL,A,N,0
26,87300,MORTGAGE,0.0,VENTURE,C,Y,0
22,90000,RENT,6.0,PERSONAL,B,N,0
25,78000,RENT,0.0,PERSONAL,D,Y,1
22,90000,RENT,7.0,VENTURE,A,N,0
22,90000,RENT,6.0,VENTURE,B,N,0
24,87500,MORTGAGE,8.0,MEDICAL,A,N,0
21,87500,MORTGAGE,5.0,PERSONAL,C,Y,0
23,87500,MORTGAGE,2.0,PERSONAL,B,N,0
21,87547,MORTGAGE,2.0,EDUCATION,A,N,0
24,87550,MORTGAGE,5.0,EDUCATION,B,N,0
24,87600,MORTGAGE,8.0,VENTURE,C,Y,0
24,87600,MORTGAGE,8.0,EDUCATION,A,N,0
23,87600,MORTGAGE,7.0,MEDICAL,C,Y,0
26,87800,MORTGAGE,5.0,EDUCATION,A,N,0
24,87996,MORTGAGE,1.0,PERSONAL,B,N,0
26,87996,MORTGAGE,3.0,DEBTCONSOLIDATION,A,N,0
22,90000,RENT,3.0,DEBTCONSOLIDATION,A,N,0
22,88000,MORTGAGE,6.0,PERSONAL,B,N,0
24,88000,MORTGAGE,4.0,MEDICAL,B,N,0
26,90000,RENT,0.0,MEDICAL,A,N,0
23,88000,MORTGAGE,7.0,MEDICAL,C,Y,0
23,88000,MORTGAGE,7.0,VENTURE,A,N,0
23,88000,MORTGAGE,3.0,VENTURE,A,N,0
23,88000,MORTGAGE,1.0,VENTURE,B,N,0
23,91392,RENT,7.0,DEBTCONSOLIDATION,A,N,0
24,88000,MORTGAGE,2.0,PERSONAL,A,N,0
24,76000,MORTGAGE,3.0,VENTURE,C,Y,1
24,92004,RENT,8.0,VENTURE,D,Y,0
22,88000,MORTGAGE,6.0,EDUCATION,B,N,0
26,92500,RENT,3.0,DEBTCONSOLIDATION,B,N,0
23,88000,MORTGAGE,7.0,MEDICAL,C,N,0
25,93000,RENT,3.0,EDUCATION,B,N,0
24,94992,RENT,1.0,EDUCATION,B,N,0
23,83000,RENT,2.0,DEBTCONSOLIDATION,D,Y,1
26,88000,MORTGAGE,10.0,EDUCATION,A,N,0
23,95000,RENT,6.0,DEBTCONSOLIDATION,B,N,0
23,88000,MORTGAGE,8.0,EDUCATION,A,N,0
26,95000,RENT,0.0,DEBTCONSOLIDATION,B,N,0
26,95000,RENT,0.0,VENTURE,A,N,0
23,95000,RENT,4.0,EDUCATION,B,N,0
23,88000,MORTGAGE,7.0,MEDICAL,A,N,0
24,95000,RENT,3.0,PERSONAL,A,N,0
22,88000,MORTGAGE,0.0,VENTURE,B,N,0
25,88000,MORTGAGE,7.0,MEDICAL,B,N,0
25,96000,RENT,3.0,VENTURE,B,N,0
23,88000,MORTGAGE,2.0,MEDICAL,C,Y,0
22,96000,RENT,3.0,DEBTCONSOLIDATION,C,Y,0
25,88140,MORTGAGE,5.0,EDUCATION,C,Y,0
22,88200,MORTGAGE,6.0,DEBTCONSOLIDATION,A,N,0
22,88200,MORTGAGE,1.0,VENTURE,D,Y,0
23,76268,MORTGAGE,7.0,DEBTCONSOLIDATION,B,N,1
23,88500,MORTGAGE,2.0,EDUCATION,C,N,0
23,88500,MORTGAGE,3.0,EDUCATION,A,N,0
26,88500,MORTGAGE,10.0,EDUCATION,A,N,0
25,100000,RENT,3.0,VENTURE,B,N,0
22,88512,MORTGAGE,6.0,PERSONAL,A,N,0
24,88560,MORTGAGE,7.0,PERSONAL,B,N,0
22,88620,MORTGAGE,6.0,DEBTCONSOLIDATION,A,N,0
25,88668,MORTGAGE,2.0,MEDICAL,A,N,0
26,88800,MORTGAGE,10.0,MEDICAL,B,N,0
25,76800,MORTGAGE,9.0,DEBTCONSOLIDATION,D,N,1
22,88812,MORTGAGE,6.0,EDUCATION,D,N,0
22,88824,MORTGAGE,6.0,DEBTCONSOLIDATION,A,N,0
26,88900,MORTGAGE,9.0,MEDICAL,C,N,0
24,65450,MORTGAGE,8.0,MEDICAL,D,N,1
23,100000,RENT,1.0,EDUCATION,C,N,0
23,88000,RENT,0.0,PERSONAL,D,Y,1
25,89000,MORTGAGE,9.0,MEDICAL,A,N,0
22,89000,MORTGAGE,6.0,VENTURE,B,N,0
26,104000,RENT,3.0,PERSONAL,B,N,0
23,105000,RENT,0.0,EDUCATION,C,N,0
24,89000,MORTGAGE,8.0,MEDICAL,C,Y,0
25,93000,RENT,0.0,DEBTCONSOLIDATION,D,N,1
24,110000,RENT,5.0,PERSONAL,A,N,0
22,89000,MORTGAGE,6.0,PERSONAL,C,N,0
26,110000,RENT,4.0,VENTURE,B,N,0
25,89016,MORTGAGE,9.0,MEDICAL,A,N,0
26,89018,MORTGAGE,7.0,EDUCATION,C,Y,0
21,111016,RENT,5.0,PERSONAL,C,N,0
26,112000,RENT,1.0,EDUCATION,C,Y,0
23,89204,MORTGAGE,5.0,EDUCATION,A,N,0
24,113000,RENT,4.0,DEBTCONSOLIDATION,A,N,0
22,89440,MORTGAGE,6.0,VENTURE,A,N,0
26,115000,RENT,3.0,VENTURE,B,N,0
24,115000,RENT,8.0,EDUCATION,A,N,0
22,119000,RENT,2.0,DEBTCONSOLIDATION,B,N,0
23,120000,RENT,7.0,EDUCATION,B,N,0
25,120000,RENT,1.0,VENTURE,A,N,0
25,89796,MORTGAGE,2.0,VENTURE,B,N,0
22,89800,MORTGAGE,6.0,DEBTCONSOLIDATION,B,N,0
24,78000,MORTGAGE,8.0,VENTURE,C,N,1
25,120000,RENT,3.0,PERSONAL,B,N,0
25,123000,RENT,0.0,EDUCATION,A,N,0
25,123144,RENT,2.0,MEDICAL,B,N,0
23,90000,MORTGAGE,4.0,PERSONAL,C,Y,0
26,125000,RENT,3.0,MEDICAL,A,N,0
23,113000,RENT,1.0,PERSONAL,D,Y,1
26,90000,MORTGAGE,0.0,EDUCATION,B,N,0
25,90000,MORTGAGE,9.0,EDUCATION,A,N,0
23,90000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,N,0
25,90000,MORTGAGE,2.0,MEDICAL,B,N,0
23,127500,RENT,8.0,VENTURE,B,N,0
23,90000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,N,0
22,90000,MORTGAGE,6.0,PERSONAL,A,N,0
26,78000,MORTGAGE,10.0,EDUCATION,B,N,1
24,90000,MORTGAGE,7.0,EDUCATION,B,N,0
25,90000,MORTGAGE,2.0,MEDICAL,B,N,0
26,130000,RENT,5.0,EDUCATION,C,Y,0
26,136000,RENT,2.0,PERSONAL,C,Y,0
23,140000,RENT,5.0,DEBTCONSOLIDATION,B,N,0
25,90000,MORTGAGE,9.0,PERSONAL,A,N,0
24,90000,MORTGAGE,0.0,MEDICAL,B,N,0
26,150000,RENT,3.0,PERSONAL,A,N,0
24,90000,MORTGAGE,3.0,VENTURE,A,N,0
23,90000,MORTGAGE,5.0,PERSONAL,A,N,0
24,125375,RENT,0.0,MEDICAL,C,N,1
24,90000,MORTGAGE,8.0,PERSONAL,B,N,0
23,90000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,N,0
22,90000,MORTGAGE,6.0,EDUCATION,A,N,0
25,90000,MORTGAGE,0.0,EDUCATION,B,N,0
24,90000,MORTGAGE,4.0,VENTURE,A,N,0
25,66300,MORTGAGE,6.0,MEDICAL,C,N,1
26,90000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,N,0
22,90000,MORTGAGE,2.0,MEDICAL,B,N,0
23,90000,MORTGAGE,7.0,MEDICAL,B,N,0
24,42000,RENT,9.0,DEBTCONSOLIDATION,A,N,0
26,90000,MORTGAGE,5.0,EDUCATION,A,N,0
23,66300,MORTGAGE,6.0,MEDICAL,B,N,1
22,90000,MORTGAGE,6.0,PERSONAL,A,N,0
24,90000,MORTGAGE,1.0,MEDICAL,B,N,0
22,36000,RENT,1.0,PERSONAL,B,N,1
25,90000,MORTGAGE,9.0,MEDICAL,A,N,0
21,82100,RENT,3.0,PERSONAL,A,N,0
23,24000,RENT,4.0,EDUCATION,C,Y,1
23,25960,RENT,1.0,VENTURE,B,N,1
26,90000,MORTGAGE,10.0,PERSONAL,B,N,0
24,26000,RENT,1.0,MEDICAL,B,N,1
24,90000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,N,0
24,28800,RENT,5.0,MEDICAL,B,N,1
23,90000,MORTGAGE,7.0,PERSONAL,A,N,0
23,90000,MORTGAGE,7.0,VENTURE,A,N,0
22,90000,MORTGAGE,6.0,EDUCATION,B,N,0
21,30000,RENT,2.0,DEBTCONSOLIDATION,D,Y,1
26,32000,RENT,4.0,DEBTCONSOLIDATION,A,N,1
25,90000,MORTGAGE,9.0,PERSONAL,A,N,0
25,90000,MORTGAGE,4.0,PERSONAL,B,N,0
21,29000,RENT,2.0,VENTURE,C,N,1
24,90000,MORTGAGE,7.0,MEDICAL,A,N,0
25,90000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,N,0
23,90000,MORTGAGE,1.0,EDUCATION,A,N,0
24,36000,RENT,0.0,DEBTCONSOLIDATION,B,N,1
24,90000,MORTGAGE,8.0,VENTURE,B,N,0
23,36000,RENT,4.0,MEDICAL,B,N,1
23,36000,RENT,7.0,PERSONAL,B,N,1
25,78000,MORTGAGE,8.0,DEBTCONSOLIDATION,D,N,1
22,44000,RENT,0.0,MEDICAL,D,Y,1
25,90000,MORTGAGE,9.0,VENTURE,B,N,0
25,45600,RENT,3.0,MEDICAL,D,N,1
23,60000,RENT,3.0,EDUCATION,C,N,0
23,90000,MORTGAGE,1.0,EDUCATION,A,N,0
24,61400,RENT,1.0,VENTURE,C,N,0
24,30000,RENT,1.0,EDUCATION,B,N,1
23,32004,RENT,3.0,EDUCATION,C,Y,1
23,90000,MORTGAGE,7.0,VENTURE,A,N,0
23,39000,RENT,7.0,MEDICAL,A,N,1
25,90000,MORTGAGE,2.0,VENTURE,D,Y,0
23,55000,RENT,0.0,VENTURE,C,N,0
24,90000,MORTGAGE,8.0,EDUCATION,C,Y,0
25,90000,MORTGAGE,4.0,VENTURE,B,N,0
24,90000,MORTGAGE,0.0,DEBTCONSOLIDATION,C,Y,0
26,42000,RENT,6.0,PERSONAL,A,N,0
21,90000,MORTGAGE,5.0,PERSONAL,B,N,0
25,42000,RENT,8.0,DEBTCONSOLIDATION,A,N,0
25,80000,RENT,2.0,PERSONAL,C,N,0
22,34650,RENT,3.0,EDUCATION,A,N,1
24,90000,MORTGAGE,3.0,MEDICAL,A,N,0
23,90000,MORTGAGE,4.0,MEDICAL,B,N,0
22,56324,RENT,2.0,EDUCATION,B,N,0
22,90000,MORTGAGE,6.0,DEBTCONSOLIDATION,B,N,0
23,31000,RENT,5.0,DEBTCONSOLIDATION,B,N,1
25,90000,MORTGAGE,9.0,EDUCATION,A,N,0
26,90000,MORTGAGE,10.0,EDUCATION,A,N,0
23,66300,MORTGAGE,2.0,MEDICAL,D,N,1
24,90000,MORTGAGE,8.0,VENTURE,A,N,0
25,36000,RENT,0.0,VENTURE,C,N,1
24,32000,RENT,0.0,MEDICAL,C,Y,1
23,90000,MORTGAGE,2.0,EDUCATION,A,N,0
26,40000,RENT,4.0,EDUCATION,A,N,1
22,30000,RENT,0.0,DEBTCONSOLIDATION,A,N,0
22,90000,MORTGAGE,6.0,MEDICAL,B,N,0
23,90000,MORTGAGE,7.0,EDUCATION,B,N,0
25,90000,MORTGAGE,5.0,VENTURE,C,Y,0
22,33250,RENT,0.0,EDUCATION,D,Y,1
22,90000,MORTGAGE,6.0,VENTURE,B,N,0
24,33396,RENT,3.0,PERSONAL,D,N,1
22,35000,RENT,5.0,VENTURE,B,N,0
21,37423,RENT,5.0,VENTURE,A,N,0
26,39000,RENT,5.0,MEDICAL,B,N,0
22,40000,RENT,1.0,DEBTCONSOLIDATION,A,N,0
22,40000,RENT,0.0,EDUCATION,A,N,0
24,40000,RENT,8.0,MEDICAL,B,N,0
25,90000,MORTGAGE,9.0,MEDICAL,C,N,0
24,40800,RENT,0.0,VENTURE,A,N,0
24,90000,MORTGAGE,8.0,DEBTCONSOLIDATION,C,Y,0
25,90000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,N,0
25,90000,MORTGAGE,9.0,MEDICAL,A,N,0
26,36120,RENT,3.0,MEDICAL,C,N,1
25,90000,MORTGAGE,6.0,PERSONAL,D,Y,0
24,90000,MORTGAGE,4.0,VENTURE,B,N,0
25,44000,RENT,1.0,EDUCATION,A,N,0
22,90000,MORTGAGE,2.0,VENTURE,B,N,0
22,45000,RENT,1.0,PERSONAL,C,Y,0
22,46800,RENT,5.0,DEBTCONSOLIDATION,B,N,0
22,90000,MORTGAGE,3.0,EDUCATION,C,N,0
22,90000,MORTGAGE,6.0,EDUCATION,B,N,0
26,90000,MORTGAGE,9.0,DEBTCONSOLIDATION,A,N,0
24,50000,RENT,0.0,DEBTCONSOLIDATION,A,N,0
25,90000,MORTGAGE,7.0,PERSONAL,A,N,0
24,44000,RENT,5.0,PERSONAL,C,N,1
26,50000,RENT,1.0,MEDICAL,C,Y,0
23,50000,RENT,4.0,MEDICAL,B,N,0
22,90000,MORTGAGE,6.0,EDUCATION,A,N,0
26,52582,RENT,3.0,VENTURE,C,N,0
21,48000,RENT,5.0,PERSONAL,A,N,1
22,56000,RENT,4.0,VENTURE,D,Y,0
25,90000,MORTGAGE,2.0,PERSONAL,C,Y,0
23,74000,RENT,7.0,VENTURE,D,Y,1
23,78000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,N,1
24,86400,RENT,5.0,DEBTCONSOLIDATION,C,Y,0
25,90000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,N,0
23,123000,RENT,4.0,DEBTCONSOLIDATION,C,Y,0
25,90000,MORTGAGE,6.0,PERSONAL,A,N,0
24,78000,MORTGAGE,0.0,DEBTCONSOLIDATION,D,N,1
23,18460,RENT,0.0,PERSONAL,A,N,0
23,16800,RENT,2.0,MEDICAL,D,Y,1
25,78000,MORTGAGE,4.0,DEBTCONSOLIDATION,B,N,1
25,78000,MORTGAGE,9.0,DEBTCONSOLIDATION,D,N,1
26,90000,MORTGAGE,3.0,PERSONAL,C,N,0
22,90000,MORTGAGE,1.0,EDUCATION,C,N,0
26,90000,MORTGAGE,1.0,PERSONAL,B,N,0
23,60000,RENT,7.0,EDUCATION,C,Y,0
23,90000,MORTGAGE,1.0,EDUCATION,B,N,0
24,31200,RENT,4.0,PERSONAL,B,N,0
22,90000,MORTGAGE,6.0,EDUCATION,B,N,0
23,90000,MORTGAGE,5.0,PERSONAL,B,N,0
23,78000,MORTGAGE,4.0,PERSONAL,B,N,1
24,90000,MORTGAGE,8.0,EDUCATION,C,Y,0
23,90000,MORTGAGE,1.0,DEBTCONSOLIDATION,C,N,0
26,78000,MORTGAGE,10.0,EDUCATION,A,N,1
25,90000,MORTGAGE,7.0,VENTURE,A,N,0
23,24000,RENT,7.0,DEBTCONSOLIDATION,B,N,1
25,78000,MORTGAGE,7.0,VENTURE,C,Y,1
24,90000,MORTGAGE,1.0,PERSONAL,C,Y,0
24,90000,MORTGAGE,2.0,EDUCATION,B,N,0
23,26000,RENT,3.0,DEBTCONSOLIDATION,A,N,0
24,90000,MORTGAGE,8.0,PERSONAL,C,Y,0
25,90000,MORTGAGE,3.0,VENTURE,B,N,0
26,30000,RENT,2.0,EDUCATION,B,N,0
22,31200,RENT,0.0,DEBTCONSOLIDATION,A,N,0
24,32000,RENT,1.0,VENTURE,A,N,0
26,90000,MORTGAGE,2.0,EDUCATION,C,N,0
25,35000,RENT,2.0,EDUCATION,A,N,0
25,90084,MORTGAGE,6.0,PERSONAL,A,N,0
23,90096,MORTGAGE,0.0,EDUCATION,C,N,0
23,78216,MORTGAGE,7.0,PERSONAL,C,N,1
24,90474,MORTGAGE,8.0,EDUCATION,B,N,0
25,51000,RENT,1.0,DEBTCONSOLIDATION,B,N,0
22,90888,MORTGAGE,5.0,EDUCATION,C,N,0
24,98450,RENT,8.0,EDUCATION,C,N,0
24,90996,MORTGAGE,0.0,EDUCATION,B,N,0
21,90996,MORTGAGE,5.0,PERSONAL,B,N,0
26,18144,RENT,2.0,PERSONAL,B,N,0
24,90996,MORTGAGE,2.0,EDUCATION,A,N,0
23,40000,RENT,7.0,PERSONAL,A,N,0
23,91000,MORTGAGE,0.0,EDUCATION,B,N,0
24,91000,MORTGAGE,9.0,EDUCATION,A,N,0
24,91000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,N,0
23,91000,MORTGAGE,7.0,PERSONAL,D,Y,0
21,22240,RENT,5.0,MEDICAL,B,N,0
23,79000,MORTGAGE,7.0,DEBTCONSOLIDATION,D,N,1
23,91000,MORTGAGE,5.0,VENTURE,D,Y,0
23,46728,RENT,2.0,PERSONAL,B,N,0
23,91000,MORTGAGE,7.0,PERSONAL,C,N,0
21,91000,MORTGAGE,5.0,VENTURE,B,N,0
24,91000,MORTGAGE,5.0,MEDICAL,A,N,0
22,20160,RENT,1.0,EDUCATION,A,N,0
23,91000,MORTGAGE,3.0,PERSONAL,B,N,0
26,67150,MORTGAGE,9.0,MEDICAL,D,Y,1
21,27000,RENT,3.0,PERSONAL,C,Y,0
24,91000,MORTGAGE,8.0,VENTURE,A,N,0
24,91000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,N,0
23,91000,MORTGAGE,7.0,DEBTCONSOLIDATION,C,Y,0
23,91092,MORTGAGE,2.0,PERSONAL,C,N,0
25,79200,MORTGAGE,1.0,PERSONAL,C,Y,1
23,91200,MORTGAGE,7.0,DEBTCONSOLIDATION,B,N,0
25,91200,MORTGAGE,9.0,PERSONAL,A,N,0
24,79200,MORTGAGE,8.0,VENTURE,C,Y,1
24,91228,MORTGAGE,2.0,MEDICAL,A,N,0
22,91234,MORTGAGE,6.0,PERSONAL,B,N,0
22,48000,RENT,2.0,EDUCATION,B,N,0
21,91500,MORTGAGE,4.0,PERSONAL,C,N,0
23,74029,RENT,7.0,DEBTCONSOLIDATION,C,Y,0
25,100000,RENT,3.0,DEBTCONSOLIDATION,A,N,0
26,67983,MORTGAGE,7.0,MEDICAL,D,Y,1
23,92000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,N,0
23,92000,MORTGAGE,7.0,PERSONAL,A,N,0
21,12960,RENT,2.0,VENTURE,B,N,1
24,57500,RENT,4.0,DEBTCONSOLIDATION,C,Y,0
23,92000,MORTGAGE,5.0,EDUCATION,B,N,0
22,92000,MORTGAGE,4.0,VENTURE,A,N,0
23,92000,MORTGAGE,7.0,EDUCATION,A,N,0
24,92000,MORTGAGE,8.0,VENTURE,B,N,0
23,41000,RENT,1.0,DEBTCONSOLIDATION,C,N,0
21,42000,RENT,4.0,EDUCATION,A,N,0
26,68000,MORTGAGE,11.0,MEDICAL,D,N,1
23,92000,MORTGAGE,7.0,MEDICAL,C,Y,0
24,92000,MORTGAGE,7.0,PERSONAL,B,N,0
25,36960,RENT,8.0,DEBTCONSOLIDATION,D,Y,1
22,13200,RENT,0.0,VENTURE,B,N,1
26,14400,RENT,2.0,VENTURE,C,Y,1
24,92000,MORTGAGE,9.0,DEBTCONSOLIDATION,B,N,0
23,15600,RENT,3.0,EDUCATION,B,N,1
23,68000,MORTGAGE,4.0,MEDICAL,D,N,1
23,92000,MORTGAGE,7.0,PERSONAL,B,N,0
23,92000,MORTGAGE,7.0,EDUCATION,C,Y,0
25,92000,MORTGAGE,9.0,MEDICAL,B,N,0
26,92000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,N,0
23,92000,MORTGAGE,0.0,EDUCATION,B,N,0
25,17352,RENT,0.0,PERSONAL,B,N,0
21,18000,RENT,3.0,EDUCATION,A,N,0
26,80004,MORTGAGE,7.0,DEBTCONSOLIDATION,C,Y,1
22,18204,RENT,2.0,DEBTCONSOLIDATION,B,N,0
23,92004,MORTGAGE,7.0,VENTURE,B,N,0
26,92004,MORTGAGE,3.0,MEDICAL,C,N,0
25,80004,MORTGAGE,8.0,PERSONAL,A,N,1
26,80040,MORTGAGE,6.0,PERSONAL,A,N,1
25,20000,RENT,2.0,PERSONAL,D,N,1
21,20000,RENT,2.0,PERSONAL,C,Y,0
26,92400,MORTGAGE,8.0,MEDICAL,A,N,0
24,80400,MORTGAGE,8.0,PERSONAL,C,N,1
25,45000,RENT,1.0,MEDICAL,B,N,0
22,92496,MORTGAGE,2.0,EDUCATION,A,N,0
23,46000,RENT,1.0,EDUCATION,B,N,0
26,46800,RENT,0.0,EDUCATION,B,N,0
21,49000,RENT,5.0,VENTURE,A,N,0
23,92500,MORTGAGE,5.0,EDUCATION,A,N,0
22,50000,RENT,4.0,MEDICAL,A,N,0
25,92700,MORTGAGE,5.0,VENTURE,C,Y,0
22,92700,MORTGAGE,1.0,VENTURE,A,N,0
24,50000,RENT,0.0,DEBTCONSOLIDATION,A,N,0
26,92700,MORTGAGE,6.0,EDUCATION,B,N,0
23,92700,MORTGAGE,2.0,VENTURE,B,N,0
23,92700,MORTGAGE,2.0,EDUCATION,A,N,0
26,92795,MORTGAGE,10.0,MEDICAL,B,N,0
25,93000,MORTGAGE,9.0,VENTURE,D,Y,0
21,52000,RENT,5.0,MEDICAL,B,N,0
25,93000,MORTGAGE,1.0,VENTURE,A,N,0
24,54996,RENT,0.0,MEDICAL,C,N,0
23,93000,MORTGAGE,5.0,DEBTCONSOLIDATION,A,N,0
22,93000,MORTGAGE,6.0,MEDICAL,A,N,0
26,93000,MORTGAGE,0.0,DEBTCONSOLIDATION,A,N,0
26,93000,MORTGAGE,10.0,DEBTCONSOLIDATION,B,N,0
25,93000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,N,0
23,81000,MORTGAGE,0.0,DEBTCONSOLIDATION,B,N,1
22,60000,RENT,6.0,PERSONAL,B,N,0
24,60000,RENT,4.0,EDUCATION,B,N,0
23,60000,RENT,4.0,PERSONAL,B,N,0
25,60000,RENT,4.0,EDUCATION,B,N,0
22,62000,RENT,6.0,MEDICAL,A,N,0
22,63000,RENT,2.0,EDUCATION,B,N,0
26,93000,MORTGAGE,4.0,PERSONAL,C,Y,0
22,65000,RENT,1.0,EDUCATION,A,N,0
26,93000,MORTGAGE,8.0,MEDICAL,A,N,0
23,65000,RENT,0.0,EDUCATION,B,N,0
25,93000,MORTGAGE,5.0,MEDICAL,A,N,0
21,93000,MORTGAGE,4.0,EDUCATION,C,N,0
25,80400,RENT,2.0,VENTURE,A,N,0
23,84000,RENT,0.0,DEBTCONSOLIDATION,A,N,0
24,73000,RENT,6.0,DEBTCONSOLIDATION,D,N,1
26,95000,RENT,3.0,MEDICAL,C,N,0
24,93000,MORTGAGE,3.0,VENTURE,C,Y,0
23,93000,MORTGAGE,5.0,VENTURE,A,N,0
22,93000,MORTGAGE,6.0,VENTURE,B,N,0
25,93080,MORTGAGE,3.0,DEBTCONSOLIDATION,C,Y,0
24,110000,RENT,1.0,DEBTCONSOLIDATION,B,N,0
25,93200,MORTGAGE,9.0,EDUCATION,D,Y,0
22,93218,MORTGAGE,5.0,MEDICAL,B,N,0
22,93240,MORTGAGE,6.0,PERSONAL,A,N,0
22,30000,RENT,0.0,MEDICAL,B,N,1
25,42504,RENT,0.0,MEDICAL,B,N,0
26,93500,MORTGAGE,9.0,VENTURE,D,Y,0
24,47250,RENT,5.0,EDUCATION,B,N,0
22,74000,RENT,6.0,PERSONAL,B,N,0
22,110000,RENT,3.0,DEBTCONSOLIDATION,B,N,0
22,93600,MORTGAGE,6.0,EDUCATION,B,N,0
21,93600,MORTGAGE,5.0,EDUCATION,B,N,0
25,93600,MORTGAGE,9.0,DEBTCONSOLIDATION,B,N,0
23,23000,RENT,3.0,EDUCATION,C,Y,1
22,93600,MORTGAGE,0.0,DEBTCONSOLIDATION,A,N,0
22,81996,MORTGAGE,6.0,PERSONAL,B,N,1
23,70000,RENT,0.0,VENTURE,A,N,0
22,52000,RENT,3.0,MEDICAL,D,N,1
23,94000,MORTGAGE,1.0,PERSONAL,A,N,0
22,94000,MORTGAGE,6.0,PERSONAL,C,Y,0
23,38500,RENT,8.0,DEBTCONSOLIDATION,A,N,1
26,94000,MORTGAGE,8.0,PERSONAL,A,N,0
24,94000,MORTGAGE,4.0,EDUCATION,B,N,0
22,40000,RENT,0.0,MEDICAL,A,N,1
23,40000,RENT,5.0,EDUCATION,D,Y,1
25,94000,MORTGAGE,5.0,MEDICAL,B,N,0
26,42000,RENT,4.0,EDUCATION,B,N,0
22,44400,RENT,3.0,EDUCATION,C,N,0
26,94000,MORTGAGE,1.0,DEBTCONSOLIDATION,A,N,0
22,42200,RENT,6.0,VENTURE,D,N,1
22,94200,MORTGAGE,6.0,PERSONAL,B,N,0
23,94200,MORTGAGE,6.0,EDUCATION,A,N,0
25,94400,MORTGAGE,4.0,PERSONAL,A,N,0
24,56000,RENT,0.0,EDUCATION,B,N,0
23,58000,RENT,1.0,MEDICAL,B,N,0
23,60000,RENT,2.0,DEBTCONSOLIDATION,B,N,0
22,94692,MORTGAGE,5.0,EDUCATION,B,N,0
26,60000,RENT,7.0,VENTURE,C,N,0
23,94800,MORTGAGE,7.0,DEBTCONSOLIDATION,C,Y,0
26,94800,MORTGAGE,10.0,DEBTCONSOLIDATION,A,N,0
23,94940,MORTGAGE,4.0,VENTURE,A,N,0
23,94965,MORTGAGE,3.0,EDUCATION,C,N,0
25,94976,MORTGAGE,5.0,DEBTCONSOLIDATION,B,N,0
23,64000,RENT,6.0,EDUCATION,C,Y,0
23,95000,MORTGAGE,0.0,VENTURE,B,N,0
23,95000,MORTGAGE,7.0,EDUCATION,A,N,0
21,71232,RENT,5.0,VENTURE,D,N,0
23,95000,MORTGAGE,4.0,MEDICAL,A,N,0
24,77385,RENT,4.0,MEDICAL,A,N,0
23,70550,MORTGAGE,7.0,MEDICAL,A,N,1
23,95000,MORTGAGE,7.0,EDUCATION,A,N,0
24,95000,MORTGAGE,1.0,PERSONAL,B,N,0
22,95000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,N,0
22,95000,MORTGAGE,4.0,EDUCATION,A,N,0
24,95000,MORTGAGE,7.0,DEBTCONSOLIDATION,B,N,0
26,35000,RENT,10.0,MEDICAL,B,N,1
26,95000,MORTGAGE,10.0,PERSONAL,A,N,0
22,31760,RENT,3.0,PERSONAL,B,N,1
26,95000,MORTGAGE,10.0,VENTURE,C,Y,0
21,44000,RENT,0.0,EDUCATION,D,N,1
22,95000,MORTGAGE,3.0,DEBTCONSOLIDATION,B,N,0
22,50000,RENT,0.0,DEBTCONSOLIDATION,B,N,0
23,95000,MORTGAGE,8.0,MEDICAL,C,Y,0
